symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,address2,fax
FE,44308,Utilities,12395.0,"FirstEnergy Corp., through its subsidiaries, generates, transmits, and distributes electricity in the United States. It operates through Regulated Distribution and Regulated Transmission segments. The company owns and operates coal-fired, nuclear, hydroelectric, natural gas, wind, and solar power generating facilities. It operates 24,074 circuit miles of overhead and underground transmission lines; and electric distribution systems, including 273,295 miles of overhead pole line and underground conduit carrying primary, secondary, and street lighting circuits. The company serves approximately 6 million customers in Ohio, Pennsylvania, West Virginia, Maryland, New Jersey, and New York. FirstEnergy Corp. was incorporated in 1996 and is headquartered in Akron, Ohio.",Akron,800 736 3402,OH,United States,[],https://www.firstenergycorp.com,1,76 South Main Street,Utilities—Regulated Electric,0.32541,0.11724,0.67788005,2811000064.0,0.05,0.20368999,3560999936.0,39.0,buy,7418000000.0,302875008.0,42.0,43.31,0.75,0.733,0.030989999,14.0,43.07,278.548,0.15573,48.0,1462000000.0,24163999744.0,10942999552.0,2.563,USD,20.079,0.621,2.4,NYQ,FirstEnergy Corp.,FirstEnergy Corp.,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_293515,6515f660-56b8-3bca-a61c-a9e02efb3698,us_market,,4.152,,12.758,,,2.5,,570188032.0,,,,13.738,16038746.0,0.028099999,,1640908800.0,0.84956,1239000064.0,2.012,,,3.1525695,0.00189,1703980800.0,,1640908800.0,3.91,1640908800.0,540224502.0,0.345101,45430222848.0,2,,1049414400.0,1:3,,,0.764,2.2566798,1643587200.0,-2.36,,17.324001,,0.0317,14162258.0,,,44.74,44.62,40.38035,0.034868125,0.6872,,44.69,,3396400,44.74,44.554,1.56,44.62,3396400,,,1.56,1643932800.0,,,43.21,USD,21.525845,4367289,,,,24694845440.0,,,4529096,43.21,43.64,800,4367289,48.85,,4.14,35.42,43.11,False,0.039100002,1100,44.69,43.31,,https://logo.clearbit.com/firstenergycorp.com,,
FIS,32204,Technology,65000.0,"Fidelity National Information Services, Inc. provides technology solutions for merchants, banks, and capital markets firms worldwide. It operates through Merchant Solutions, Banking Solutions, and Capital Market Solutions segments. The Merchant Solutions segment offers merchant acquiring, integrated payment, and global e-commerce solutions. The Banking Solutions segment provides core processing and ancillary applications; digital solutions, including Internet, mobile, and e-banking; fraud, risk management, and compliance solutions; electronic funds transfer and network services; card and retail payment solutions; wealth and retirement solutions; and item processing and output services. The Capital Market Solutions segment offers securities processing and finance, global trading, asset management and insurance, and corporate liquidity solutions. The company was founded in 1968 and is headquartered in Jacksonville, Florida.",Jacksonville,904 438 6000,FL,United States,[],https://www.fisglobal.com,1,601 Riverside Avenue,Information Technology Services,0.28385,0.030050002,0.37436,4809999872.0,0.107,0.09368,3939000064.0,115.0,buy,5195000000.0,3742500096.0,147.0,99.15,1.969,0.74,0.00974,30.0,149.1,43.922,0.00874,183.0,2010000000.0,20877000704.0,13877000192.0,3.297,USD,22.528,0.424,1.9,NYQ,Fidelity National Information S,"Fidelity National Information Services, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_10081196,4f10e208-f47b-3b4d-b5a5-e6f115a6df1a,us_market,,5.444,,19.178,,,7.39,,608937024.0,,,,77.348,5865942.0,0.0095999995,,1640908800.0,0.92963,417000000.0,0.36,,,1.2818689,0.00254,1703980800.0,,1640908800.0,1.32,1642118400.0,607883853.0,0.73622,75542773760.0,2,,,,,,1.798,4.350804,1644883200.0,1.16,,13.4167795,,0.0097,5959647.0,,,103.79,102.2,114.3859,0.014644956,2.3284,,103.1,,3743700,103.79,97.3806,1.52,102.2,3743700,,,1.88,1646870400.0,,,98.735,USD,275.41666,3501581,,,,60376104960.0,,,4061796,98.735,99.87,800,3501581,154.27,,1.14,85.0,99.18,False,0.020299999,800,103.1,99.15,,https://logo.clearbit.com/fisglobal.com,,
FISV,53045-5815,Technology,44000.0,"Fiserv, Inc., together with its subsidiaries, provides payment and financial services technology worldwide. The company operates through Acceptance, Fintech, and Payments segments. The Acceptance segment provides point-of-sale merchant acquiring and digital commerce services; mobile payment services; security and fraud protection products; Carat, an omnichannel commerce solution; and Clover POS, a cloud-based point-of-sale solution. This segment distributes through various channels, including direct sales teams, strategic partnerships with agent sales forces, independent software vendors, financial institutions, and other strategic partners. The Fintech segment offers customer deposit and loan accounts, as well as manages an institution's general ledger and central information files. This segment also provides digital banking, financial and risk management, cash management, professional services and consulting, item processing and source capture, and other products and services. The Payments segment offers card transactions, such as debit, credit, and prepaid card processing and services; security and fraud protection products; card production; print services; and various network services, as well as non-card digital payment software and services, including bill payment, account-to-account transfers, person-to-person payments, and electronic billing products. It serves business, banks, credit unions, other financial institutions, merchants, and corporate clients. The company was incorporated in 1984 and is headquartered in Brookfield, Wisconsin.",Brookfield,262 879 5000,WI,United States,[],https://www.fiserv.com,1,255 Fiserv Drive,Information Technology Services,0.35434,0.08234,0.51497,3876999936.0,0.1,0.15664,5599000064.0,101.0,buy,7158000000.0,3343749888.0,133.5,97.92,0.641,1.049,0.02088,32.0,131.6,64.415,0.0417,160.0,933000000.0,20988999680.0,15800999936.0,1.413,USD,23.722,0.212,1.9,NMS,"Fiserv, Inc.","Fiserv, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_128209,65deb02a-5e11-3c5e-9eee-dab769045f47,us_market,,5.886,,16.612,,,6.47,,660232000.0,,,,47.873,12992645.0,0.0197,,1609372800.0,0.91473,1300999936.0,1.93,,,2.0454118,0.00456,1672444800.0,,1632960000.0,2.59,1636934400.0,607809513.0,0.825974,93009281024.0,2,,1521504000.0,2:1,,,0.621,4.091508,1639526400.0,1.04,,15.134467,,0.0227,12060819.0,,,104.74,104.16,104.8191,,0.0,,104.4,,3527510,104.74,98.7606,,104.16,3527510,,,,,,,97.78,USD,50.735752,4687293,,,,64649916416.0,,,3642360,97.78,98.8,800,4687293,121.79,,,89.91,97.53,False,,900,104.4,97.92,,https://logo.clearbit.com/fiserv.com,,262 879 5013
FLT,30305,Technology,,"FLEETCOR Technologies, Inc. provides digital payment solutions for businesses to control purchases and make payments. It offers corporate payments solutions, such as accounts payable automation; Virtual Card, which provides a single-use card number for a specific amount usable within a defined timeframe; Cross-Border that is used by its customers to pay international suppliers, foreign office and personnel expenses, capital expenditures, and profit repatriation and dividends; and purchasing cards and travel and entertainment cards for its customers to analyse and manage their corporate spending. The company also provides employee expense management solutions, including fuel solutions to businesses and government entities that operate vehicle fleets, as well as to oil and leasing companies, and fuel marketers; lodging solutions to businesses that have employees who travel overnight for work purposes, as well as to airlines and cruise lines to accommodate traveling crews and stranded passengers; and electronic toll payments solutions to businesses and consumers in the form of radio frequency identification tags affixed to vehicles' windshields. In addition, it offers gift card program management and processing services in plastic and digital forms that include card design, production and packaging, delivery and fulfilment, card and account management, transaction processing, promotion development and management, website design and hosting, program analytics, and card distribution channel management. Further, it provides other products consisting of payroll cards, vehicle maintenance service solution, long-haul transportation solution, prepaid food vouchers or cards, and prepaid transportation cards and vouchers. The company serves business, merchant, consumer, and payment network customers in North America, Brazil, and Internationally. The company was founded in 1986 and is headquartered in Atlanta, Georgia.",Atlanta,770-449-0479,GA,United States,[],https://www.fleetcor.com,1,3280 Peachtree Road,Software—Infrastructure,0.53878,0.29625,0.80244005,1195262976.0,0.3,0.43849,1526752000.0,255.0,buy,2273917000.0,1094905856.0,295.0,249.52,0.12,1.038,0.06324,15.0,298.6,208.53,0.26985002,335.0,1520027008.0,5977667072.0,2833735936.0,18.946,USD,34.532,0.832,2.2,NYQ,"FleetCor Technologies, Inc.","FLEETCOR Technologies, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_28756,1cc288bb-3360-3602-913d-8ffe37a874f9,us_market,,8.204,,15.226,,,15.29,,81198600.0,,,,39.102,955487.0,0.0123000005,,1640908800.0,0.90449,839497024.0,9.686,,,6.381259,0.05649,1703980800.0,,1640908800.0,1.44,1642118400.0,75701536.0,1.351069,23247038464.0,2,,,,,,0.072,7.149811,1644883200.0,1.05,,16.319162,,0.0143,1101039.0,,,259.07,257.26,245.3346,,0.0,,259.25,,477580,259.07,243.2302,,257.26,477580,,,,,,,248.88,USD,25.760893,506052,,,,20260675584.0,,,541861,248.88,251.33,800,506052,295.19,,,200.78,248.94,False,,800,259.25,249.52,,https://logo.clearbit.com/fleetcor.com,Suite 2400,
FMC,19104,Basic Materials,6400.0,"FMC Corporation, an agricultural sciences company, provides crop protection, plant health, precision agriculture, and professional pest and turf management products. The company develop, markets, and sells crop protection chemicals that include insecticides, herbicides, and fungicides that are used in agriculture to enhance crop yield and quality by controlling a range of insects, weeds, and disease, as well as in non-agricultural markets for pest control. It also offers biologicals products, such as bionematicides under the Quartzo and Presence names. The company sells herbicides under the Authority, Boral, Centium, Command, and Gamit brands, as well as Isoflex active herbicide ingredients; Rynaxypyr and Cyazypyr active ingredients; and insecticides under the Talstar and Hero brands, as well as flutriafol-based fungicides. It sells its products through independent distributors and co-ops, and national and regional distributors, as well as sells directly to growers. The company operates in North America, Latin America, Europe, the Middle East, Africa, and Asia. FMC Corporation was founded in 1883 and is headquartered in Philadelphia, Pennsylvania.",Philadelphia,215 299 6000,PA,United States,[],https://www.fmc.com,1,2929 Walnut Street,Agricultural Inputs,0.25871,0.12394,0.43028998,644899968.0,0.101,0.22307,1237600000.0,105.0,buy,2052000000.0,395287488.0,123.0,132.54,0.442,1.379,0.06609,17.0,121.65,116.519,0.20516,133.0,345300000.0,3561999872.0,4783799808.0,2.724,USD,37.046,0.831,2.1,NYQ,FMC Corporation,FMC Corporation,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_28606,051015aa-ba29-34a0-abcc-e745beedaea1,us_market,,3.624,,14.01,,,7.69,,126751000.0,,,,23.916,1935502.0,0.0153,,1609372800.0,0.91384006,615500032.0,4.569,,,5.5418963,0.0059399996,1672444800.0,,1632960000.0,2.63,1636934400.0,126105062.0,0.864415,17338333184.0,2,,1551657600.0,1153:1000,,,0.417,3.5117643,1639526400.0,2.22,,17.235369,,0.0172,2046854.0,,,134.7,135.0,108.3774,0.014253898,0.4034,,136.9584,,921810,134.7,128.666,1.92,135.0,921810,,,2.12,1640822400.0,,,132.25,USD,29.008535,1008571,,,,16799577088.0,,,1049042,132.25,133.35,900,1008571,140.99,,1.34,87.27,129.54,False,0.0191,900,136.9584,132.54,,https://logo.clearbit.com/fmc.com,,
F,48126-1899,Consumer Cyclical,183000.0,"Ford Motor Company designs, manufactures, markets, and services a range of Ford trucks, cars, sport utility vehicles, electrified vehicles, and Lincoln luxury vehicles worldwide. It operates through three segments: Automotive, Mobility, and Ford Credit. The Automotive segment sells Ford and Lincoln vehicles, service parts, and accessories through distributors and dealers, as well as through dealerships to commercial fleet customers, daily rental car companies, and governments. The Mobility segment designs and builds mobility services; and provides self-driving systems development services. The Ford Credit segment primarily engages in vehicle-related financing and leasing activities to and through automotive dealers. It provides retail installment sale contracts for new and used vehicles; and direct financing leases for new vehicles to retail and commercial customers, such as leasing companies, government entities, daily rental companies, and fleet customers. This segment also offers wholesale loans to dealers to finance the purchase of vehicle inventory; and loans to dealers to finance working capital and enhance dealership facilities, purchase dealership real estate, and other dealer vehicle programs. The company has a strategic collaboration with ARB Corporation Limited to develop a suite of aftermarket products for the new Ford Bronco. Ford Motor Company was incorporated in 1903 and is based in Dearborn, Michigan.",Dearborn,313 322 3000,MI,United States,[],https://www.ford.com,1,One American Road,Auto Manufacturers,0.11902001,0.13156,0.121070005,15786999808.0,0.048,0.07767,16227000320.0,11.0,buy,16507000000.0,10372249600.0,20.25,14.16,,1.201,0.025239998,22.0,19.82,286.876,0.45095003,26.0,36457000960.0,139485003776.0,136340996096.0,9.105,USD,34.162,1.031,2.5,NYQ,Ford Motor Company,Ford Motor Company,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_106335,80061894-3025-315f-869e-4e1f09471012,us_market,,1.285,,10.8,,,1.99,,3925390080.0,,,,9.157,73104521.0,0.0183,,1640908800.0,0.54769003,17937000448.0,0.713,,,1.546358,0.0027700001,1703980800.0,,1640908800.0,0.52,1640908800.0,3921880180.0,1.079562,175247491072.0,2,,965260800.0,1748175:1000000,,,,0.41503847,1643587200.0,0.16,,7.1155777,,0.020399999,71945525.0,,,14.62,14.59,16.9563,0.0,0.0225,,14.97,,64804980,14.62,16.2942,0.0,14.59,64804980,,,0.4,1643328000.0,,,14.095,USD,19.859747,82609832,,,,56586756096.0,,,79489260,14.095,14.18,3100,82609832,25.87,,,11.23,14.18,False,0.0222,21500,14.97,14.16,,https://logo.clearbit.com/ford.com,,313 845 6073
FTNT,94086,Technology,9700.0,"Fortinet, Inc. provides broad, integrated, and automated cybersecurity solutions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It offers FortiGate hardware and software licenses that provide various security and networking functions, including firewall, intrusion prevention, anti-malware, virtual private network, application control, web filtering, anti-spam, and wide area network acceleration. The company also provides FortiSwitch product family that offers secure switching solutions for connecting customers their end devices; FortiAP product family, which provides secure wireless networking solutions; FortiExtender, a hardware appliance; FortiAnalyzer product family, which offers centralized network logging, analyzing, and reporting solutions; and FortiManager product family that provides central and scalable management solution for its FortiGate products. It offers FortiWeb product family provides web application firewall solutions; FortiMail product family that secure email gateway solutions; FortiSandbox technology that delivers proactive detection and mitigation services; FortiClient that provides endpoint protection with pattern-based anti-malware, behavior-based exploit protection, web-filtering, and an application firewall; FortiToken and FortiAuthenticator product families for multi-factor authentication to safeguard systems, assets, and data; and FortiEDR/XDR, an endpoint protection solution that provides both comprehensive machine-learning anti-malware execution and real-time post-infection protection. The company provides security subscription, technical support, professional, and training services. It sells its security solutions to channel partners and directly to various customers in telecommunications, technology, government, financial services, education, retail, manufacturing, and healthcare industries. It has strategic alliance with Linksys. The company was founded in 2000 and is headquartered in Sunnyvale, California.",Sunnyvale,408 235 7700,CA,United States,[],https://www.fortinet.com,1,899 Kifer Road,Software—Infrastructure,0.21624,0.17735,0.76917,1429400064.0,0.332,0.192,676099968.0,274.0,buy,2024400000.0,1050387520.0,380.0,289.01,0.293,1.803,0.07852,28.0,368.5,94.32,0.59995997,435.0,3120999936.0,1071100032.0,3126599936.0,19.089,USD,19.173,1.696,2.2,NMS,"Fortinet, Inc.","Fortinet, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_2689126,8fc5534b-9ba8-33ef-872b-7b68698408fd,us_market,,16.196,,74.896,,,4.61,,163500000.0,,,,6.843,2120401.0,0.012999999,,1609372800.0,0.70484,554499968.0,3.322,,,42.2344,0.18180999,1672444800.0,,1632960000.0,1.71,1636934400.0,139344331.0,1.153246,50637422592.0,2,,1306972800.0,2:1,,,0.322,15.113266,1639526400.0,4.9,,62.691975,,0.015800001,1849235.0,,,308.65,306.22,314.2702,,0.0,,309.83,,1048500,308.65,319.2568,,306.22,1048500,,,,,,,287.64,USD,86.998795,1144174,,,,47253135360.0,,,1284119,287.64,291.16,800,1144174,371.77,,,195.96,289.01,False,,800,309.83,289.01,,https://logo.clearbit.com/fortinet.com,,408 235 7737
FTV,98203,Technology,18000.0,"Fortive Corporation designs, develops, manufactures, markets, and services professional and engineered products, software, and services worldwide. Its Intelligent Operating Solutions segment offers connected reliability tools; environment, health, safety, and quality enterprise software products; facility and asset lifecycle software; pre-construction planning and construction procurement solutions; ruggedized professional test tools; electric, pressure, and temperature calibration tools; and portable gas detection tools for a range of vertical end markets including manufacturing, process industries, healthcare, utilities and power, communications and electronics, and others. It markets its products and services under the ACCRUENT, FLUKE, GORDIAN, INDUSTRIAL SCIENTIFIC, INTELEX, PRUFTECHNIK, and SERVICECHANNEL brands. The company's Precision Technologies segment provides electrical test and measurement instruments and services; energetic material devices; and sensor and control system solutions for power and energy, medical equipment, food and beverage, aerospace and defense, off-highway vehicles, electronics, semiconductors, and other general industrial markets. This segment markets its products under the ANDERSON-NEGELE, GEMS, SETRA, HENGSTLER-DYNAPAR, QUALITROL, PACIFIC SCIENTIFIC, KEITHLEY, and TEKTRONIX brands. Its Advanced Healthcare Solutions segment offers hardware and software products and services, including instrument and device reprocessing, instrument tracking, biomedical test tools, radiation safety monitoring, and asset management services; subscription-based surgical inventory management systems to facilitate inventory management and regulatory compliance, as well as technical, analytical, and compliance services to determine radiation exposure services under the ASP, CENSIS, CENSITRAC, EVOTECH, FLUKE BIOMEDICAL, INVETECH, LANDAUER, RAYSAFE, and STERRAD brands. Fortive Corporation was incorporated in 2015 and is headquartered in Everett, Washington.",Everett,425 446 5000,WA,United States,[],https://www.fortive.com,1,6920 Seaway Boulevard,Scientific & Technical Instruments,0.24430001,0.11578,0.5728,961100032.0,0.039,0.16903,1283699968.0,76.0,buy,3009900000.0,825425024.0,86.0,57.5,-0.869,0.677,0.034140002,17.0,86.29,43.538,0.06644,99.0,819299968.0,4143500032.0,5254700032.0,2.282,USD,15.056,0.471,2.3,NYQ,Fortive Corporation,Fortive Corporation,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_318505463,1b517de9-8c4c-31b6-81b9-8e271cbed5f0,us_market,,4.582,,18.755,,,3.08,,358577984.0,,,,25.984,4881705.0,0.0136,,1640908800.0,0.96476,579699968.0,4.584,,,2.2129004,0.025980001,1703980800.0,,1640908800.0,1.39,1642118400.0,349278246.0,1.214074,24075855872.0,2,,1602201600.0,1195:1000,,,-0.863,3.92377,1644883200.0,0.69,,18.66883,,0.0156,5603207.0,,,58.64,58.1,69.9528,0.004774898,0.1697,,58.81,,2820990,58.64,60.2568,0.28,58.1,2820990,,,0.28,1645660800.0,,,57.34,USD,12.54363,4305406,,,,20618233856.0,,,3369207,57.34,81.25,1200,4305406,79.87,,0.39,56.06,56.5,False,0.0047999998,800,58.81,57.5,,https://logo.clearbit.com/fortive.com,,
FBHS,60015-5611,Consumer Cyclical,27500.0,"Fortune Brands Home & Security, Inc. provides home and security products for residential home repair, remodeling, new construction, and security applications. It operates in three segments: Plumbing, Outdoors & Security, and Cabinets. The Plumbing segment manufactures, assembles, and sells faucets, accessories, kitchen sinks, and waste disposals in the United States, China, Canada, Mexico, Southeast Asia, Europe, and South America directly through its own sales force, as well as through independent manufacturers' representatives to wholesalers, home centers, mass merchandisers, and industrial distributors. The Outdoors & Security segment offers fiberglass and steel entry door systems under the Therma-Tru brand; storm, screen, and security doors under the Larson brand; composite decking and railing under the Fiberon brand; and urethane millwork under the Fypon brand. This segment also manufactures, sources, and distributes locks, safety and security devices, and electronic security products under the Master Lock and American Lock brands; and fire resistant safes, security containers, and commercial cabinets under the SentrySafe brand. It serves home centers, hardware and other retailers, millwork building products and wholesale distributors, specialty dealers, and remodeling and renovation markets, as well as locksmiths, industrial and institutional users, and original equipment manufacturers in the United States, Canada, Europe, Central America, Japan, and Australia. The Cabinets segment manufactures custom, semi-custom, and stock cabinetry, as well as vanities for the kitchen, bath, and other parts of the home directly to kitchen and bath dealers, home centers, wholesalers, and builders in North America under the Aristokraft, Diamond Now, Mid-Continent, Homecrest, Kitchen Craft, Omega, EVE, Diamond Reflections, Diamond, Kemper, Schrock, Starmark, Ultracraft, and Mantra brands. The company was incorporated in 1988 and is headquartered in Deerfield, Illinois.",Deerfield,847 484 4400,IL,United States,[],https://www.fbhs.com,1,520 Lake Cook Road,"Furnishings, Fixtures & Appliances",0.17,0.100889996,0.35999,688700032.0,0.183,0.14581001,1301500032.0,100.0,buy,2756100000.0,396837504.0,120.0,71.25,0.102,1.392,0.091230005,14.0,119.0,88.417,0.26451,136.0,471500000.0,2709799936.0,7656099840.0,3.434,USD,54.882,0.689,2.3,NYQ,"Fortune Brands Home & Security,","Fortune Brands Home & Security, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_33174798,f78f1406-0d64-3ca3-9595-f6ef324c6f85,us_market,,1.851,,10.887,,,6.31,,135734000.0,,,,22.504,1711937.0,0.0126,,1640908800.0,0.88813,772400000.0,5.418,,,3.1661038,0.00487,1703980800.0,,1640908800.0,1.64,1642118400.0,136625857.0,1.649428,14169669632.0,2,,,,,,0.072,1.2631819,1644883200.0,0.9,,11.291601,,0.014199999,1388338.0,,,76.04,75.62,93.7837,0.013413992,0.1877,,78.91,,1926990,76.04,79.0064,1.02,75.62,1926990,,,1.12,1645660800.0,,,71.04,USD,13.150609,4013445,,,,9671047168.0,,,1553360,71.04,73.07,1000,4013445,114.01,,1.31,68.27,69.66,False,0.0128999995,800,78.91,71.25,,https://logo.clearbit.com/fbhs.com,Suite 300,
FOXA,10036,Communication Services,9000.0,"Fox Corporation operates as a news, sports, and entertainment company in the United States. The company operates through three segments: Cable Network Programming; Television; and Other, Corporate and Eliminations. The Cable Network Programming segment produces and licenses news, business news, and sports content for distribution primarily through cable television systems, direct broadcast satellite operators, telecommunications companies, and online multi-channel video programming distributors. It operates FOX News, a national cable news channel; FOX Business, a business news national cable channel; FS1 and FS2 multi-sport national networks; FOX Sports Racing, a video programming service that comprises motor sports programming; and FOX Soccer Plus, a video programming network for live soccer and rugby competitions; FOX Deportes, a Spanish-language sports programming service; and Big Ten Network, a national video programming service. The Television segment acquires, produces, markets, and distributes broadcast network programming. It operates The FOX Network, a national television broadcast network that broadcasts sports programming and entertainment; MyNetworkTV, a programming distribution service; Fox Alternative Entertainment, a full-service production studio that develops and produces unscripted and alternative programming; Bento Box, which develops and produces animated programing; and Tubi, a free advertising-supported video-on-demand service. This segment owns and operates 29 broadcast television stations. The Other, Corporate and Eliminations segment owns the FOX Studios lot that provides production and post-production services, including 15 sound stages, 2 broadcast studios, theaters and screening rooms, editing bays, and television and film production facilities in Los Angeles, California. The company was incorporated in 2018 and is based in New York, New York.",New York,212 852 7000,NY,United States,[],https://www.foxcorporation.com,1,1211 Avenue of the Americas,Broadcasting,0.22549999,0.13182999,0.36238998,2400999936.0,0.121,0.20035,2984999936.0,33.0,buy,4872000000.0,1509250048.0,46.5,35.84,-0.339,3.093,0.07261,24.0,45.17,72.204,0.15686,54.0,5410999808.0,8471000064.0,13237000192.0,9.5,USD,22.666,2.65,2.4,NMS,Fox Corporation,Fox Corporation,America/New_York,EDT,False,-14400000,,EQUITY,,,finmb_546623668,988101dd-4716-3ab5-b819-816698ffba57,us_market,,1.888,,8.372,,,3.56,,320347008.0,,,,20.034,17500068.0,0.0307,,1625011200.0,0.99944,1744999936.0,2.958,,,1.7889588,0.01974,1688083200.0,,1632960000.0,5.16,1636934400.0,464104479.0,1.128761,24989186048.0,2,,,,,,-0.366,1.4917151,1639526400.0,2.07,,10.067416,,0.0624,14501503.0,,,36.54,36.42,38.9832,0.012862616,0.15720001,,36.72,,2670330,36.54,39.9934,0.47,36.42,2670330,,,0.48,1630368000.0,,,35.76,USD,12.116295,1880177,,,,19745832960.0,,,3376257,35.76,36.9,1100,1880177,44.95,,,34.16,35.27,False,0.0128,3200,36.72,35.84,,https://logo.clearbit.com/foxcorporation.com,,
FOX,10036,Communication Services,9000.0,"Fox Corporation operates as a news, sports, and entertainment company in the United States. The company operates through three segments: Cable Network Programming; Television; and Other, Corporate and Eliminations. The Cable Network Programming segment produces and licenses news, business news, and sports content for distribution primarily through cable television systems, direct broadcast satellite operators, telecommunications companies, and online multi-channel video programming distributors. It operates FOX News, a national cable news channel; FOX Business, a business news national cable channel; FS1 and FS2 multi-sport national networks; FOX Sports Racing, a video programming service that comprises motor sports programming; and FOX Soccer Plus, a video programming network for live soccer and rugby competitions; FOX Deportes, a Spanish-language sports programming service; and Big Ten Network, a national video programming service. The Television segment acquires, produces, markets, and distributes broadcast network programming. It operates The FOX Network, a national television broadcast network that broadcasts sports programming and entertainment; MyNetworkTV, a programming distribution service; Fox Alternative Entertainment, a full-service production studio that develops and produces unscripted and alternative programming; Bento Box, which develops and produces animated programing; and Tubi, a free advertising-supported video-on-demand service. This segment owns and operates 29 broadcast television stations. The Other, Corporate and Eliminations segment owns the FOX Studios lot that provides production and post-production services, including 15 sound stages, 2 broadcast studios, theaters and screening rooms, editing bays, and television and film production facilities in Los Angeles, California. The company was incorporated in 2018 and is based in New York, New York.",New York,212 852 7000,NY,United States,[],https://www.foxcorporation.com,1,1211 Avenue of the Americas,Broadcasting,0.22549999,0.13182999,0.36238998,2400999936.0,0.121,0.20035,2984999936.0,51.5,none,4872000000.0,1509250048.0,51.5,33.24,-0.339,3.093,0.07261,1.0,51.5,72.204,0.15686,51.5,5410999808.0,8471000064.0,13237000192.0,9.5,USD,22.666,2.65,,NMS,Fox Corporation,Fox Corporation,America/New_York,EDT,False,-14400000,,EQUITY,,,finmb_546623668,1cbdb804-3b37-37c9-8a83-582f9218c8b4,us_market,,1.766,,7.83,,,2.35,,249240000.0,,,,20.034,2574881.0,0.0045,,1625011200.0,0.55396,1744999936.0,2.958,,,1.6591794,0.41235,1688083200.0,,1632960000.0,2.11,1636934400.0,464104479.0,1.128761,23371560960.0,2,,,,,,-0.366,1.4953456,1639526400.0,2.72,,14.144682,,0.0177,2623297.0,,,33.92,33.89,36.0319,0.0138561325,0.15720001,,34.145,,951320,33.92,36.732,0.47,33.89,951320,,,0.48,1630368000.0,,,33.16,USD,11.237324,774601,,,,19793889280.0,,,1002917,33.16,37.15,1300,774601,40.91,,,31.87,32.57,False,0.0137,3200,34.145,33.24,,https://logo.clearbit.com/foxcorporation.com,,
